symbol,timestamp,timezone,session_date,session_type,regular_session,timeframe,open,high,low,close,volume,source,source_as_of,data_vendor,context_24h_status,context_24h_as_of,macro_context_status,macro_context_as_of,iv_context_status,iv_context_as_of,event_context_status,event_context_as_of,notes
QQQ,2026-03-27T10:30:00-04:00,America/New_York,2026-03-27,regular,true,1h_rth,566.52,568.6899,565.66,568.45,5575804.30069,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-03-27T11:30:00-04:00,America/New_York,2026-03-27,regular,true,1h_rth,568.46,569.71,566.47,566.675,4768526.317531,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-03-27T12:30:00-04:00,America/New_York,2026-03-27,regular,true,1h_rth,566.67,567.76,564.15,564.19,3840191.574724,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-03-27T13:30:00-04:00,America/New_York,2026-03-27,regular,true,1h_rth,564.161,564.915,562.92,563.755,4154435.266225,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-03-27T14:30:00-04:00,America/New_York,2026-03-27,regular,true,1h_rth,563.73,564.56,562.515,563.02,3613674.045967,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-03-27T15:30:00-04:00,America/New_York,2026-03-27,regular,true,1h_rth,563.04,563.475,561.57,562.5,4690671.828358,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-03-30T09:30:00-04:00,America/New_York,2026-03-30,regular,true,1h_rth,567.345,568.04,562.11,562.925,7544581.650544,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-03-30T10:30:00-04:00,America/New_York,2026-03-30,regular,true,1h_rth,562.88,565.54,561.37,562.99,4951128.980763,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-03-30T11:30:00-04:00,America/New_York,2026-03-30,regular,true,1h_rth,562.98,565.48,561.63,561.6625,4314613.784091,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-03-30T12:30:00-04:00,America/New_York,2026-03-30,regular,true,1h_rth,561.67,562.6298,559.65,559.7699,4156012.533639,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-03-30T13:30:00-04:00,America/New_York,2026-03-30,regular,true,1h_rth,559.77,561.14,558.71,558.732,3659111.089302,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-03-30T14:30:00-04:00,America/New_York,2026-03-30,regular,true,1h_rth,558.75,559.69,555.6,555.8801,4137008.026547,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-03-30T15:30:00-04:00,America/New_York,2026-03-30,regular,true,1h_rth,555.91,558.98,555.62,558.29,3775461.60841,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-03-31T09:30:00-04:00,America/New_York,2026-03-31,regular,true,1h_rth,564.29,569.04,564.23,568.74,8534956.678267,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-03-31T10:30:00-04:00,America/New_York,2026-03-31,regular,true,1h_rth,568.73,569.21,564.21,566.9526,5571556.814085,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-03-31T11:30:00-04:00,America/New_York,2026-03-31,regular,true,1h_rth,566.95,568.76,565.62,568.34,3316593.895106,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-03-31T12:30:00-04:00,America/New_York,2026-03-31,regular,true,1h_rth,568.34,576.21,567.9,574.48,8264891.87539,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-03-31T13:30:00-04:00,America/New_York,2026-03-31,regular,true,1h_rth,574.51,576.09,573.114,575.06,4742696.707588,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-03-31T14:30:00-04:00,America/New_York,2026-03-31,regular,true,1h_rth,575.03,577.07,574.52,576.44,5366668.825052,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-03-31T15:30:00-04:00,America/New_York,2026-03-31,regular,true,1h_rth,576.45,578.64,576.29,577.17,5207417.857679,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-01T09:30:00-04:00,America/New_York,2026-04-01,regular,true,1h_rth,581.49,584.36,580.42,583.83,7645809.058006,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-01T10:30:00-04:00,America/New_York,2026-04-01,regular,true,1h_rth,583.84,586.205,582.52,585.31,5385853.53765,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-01T11:30:00-04:00,America/New_York,2026-04-01,regular,true,1h_rth,585.31,587.26,584.86,586.665,3653342.770572,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-01T12:30:00-04:00,America/New_York,2026-04-01,regular,true,1h_rth,586.68,587.739,586.27,587.34,2540406.389854,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-01T13:30:00-04:00,America/New_York,2026-04-01,regular,true,1h_rth,587.3475,587.55,582.7,583.025,5537721.527819,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-01T14:30:00-04:00,America/New_York,2026-04-01,regular,true,1h_rth,583.03,585.3,582.3265,585.03,5032721.079172,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-01T15:30:00-04:00,America/New_York,2026-04-01,regular,true,1h_rth,585.04,585.51,583.82,584.26,3502128.38412,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-02T09:30:00-04:00,America/New_York,2026-04-02,regular,true,1h_rth,573.97,579.7,571.92,578.23,8669268.322061,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-02T10:30:00-04:00,America/New_York,2026-04-02,regular,true,1h_rth,578.25,585.9899,577.9701,583.96,6670233.02795,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-02T11:30:00-04:00,America/New_York,2026-04-02,regular,true,1h_rth,584.04,584.7,580.97,581.6999,3209249.57729,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-02T12:30:00-04:00,America/New_York,2026-04-02,regular,true,1h_rth,581.67,583.96,581.27,583.5399,2828848.707814,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-02T13:30:00-04:00,America/New_York,2026-04-02,regular,true,1h_rth,583.56,583.66,581.14,582.18,2023841.802647,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-02T14:30:00-04:00,America/New_York,2026-04-02,regular,true,1h_rth,582.196,583.96,582.05,583.129,2094414.779356,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-02T15:30:00-04:00,America/New_York,2026-04-02,regular,true,1h_rth,583.1196,585.09,582.91,584.96,2378719.422026,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-06T09:30:00-04:00,America/New_York,2026-04-06,regular,true,1h_rth,586.22,590.61,585.73,588.52,5511305.986938,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-06T10:30:00-04:00,America/New_York,2026-04-06,regular,true,1h_rth,588.51,589.13,586.08,586.54,3107387.81868,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-06T11:30:00-04:00,America/New_York,2026-04-06,regular,true,1h_rth,586.54,587.75,585.87,587.2745,1657737.115651,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-06T12:30:00-04:00,America/New_York,2026-04-06,regular,true,1h_rth,587.28,588.1,584.69,587.15,2440229.558938,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-06T13:30:00-04:00,America/New_York,2026-04-06,regular,true,1h_rth,587.16,588.495,585.71,587.98,2289184.903556,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-06T14:30:00-04:00,America/New_York,2026-04-06,regular,true,1h_rth,587.98,588.345,587.54,587.855,1359260.579429,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-06T15:30:00-04:00,America/New_York,2026-04-06,regular,true,1h_rth,587.855,588.83,587.64,588.53,1274027.72992,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-07T09:30:00-04:00,America/New_York,2026-04-07,regular,true,1h_rth,585.64,587.06,579.69,582.3736,5554143.214103,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-07T10:30:00-04:00,America/New_York,2026-04-07,regular,true,1h_rth,582.43,583.24,578.4001,581.39,3636820.486219,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-07T11:30:00-04:00,America/New_York,2026-04-07,regular,true,1h_rth,581.38,585.54,580.83,584.4,2825792.456028,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-07T12:30:00-04:00,America/New_York,2026-04-07,regular,true,1h_rth,584.38,585.62,583.9,584.32,1769671.405586,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-07T13:30:00-04:00,America/New_York,2026-04-07,regular,true,1h_rth,584.34,586.98,584.2108,584.47,1936589.256609,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-07T14:30:00-04:00,America/New_York,2026-04-07,regular,true,1h_rth,584.4507,586.94,581.66,585.05,3745273.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-07T15:30:00-04:00,America/New_York,2026-04-07,regular,true,1h_rth,584.96,588.98,584.42,588.72,2695397.764077,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-08T09:30:00-04:00,America/New_York,2026-04-08,regular,true,1h_rth,608.71,609.89,604.86,605.15,8479483.237006,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-08T10:30:00-04:00,America/New_York,2026-04-08,regular,true,1h_rth,605.2,605.43,602.13,604.17,4278161.770713,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-08T11:30:00-04:00,America/New_York,2026-04-08,regular,true,1h_rth,604.21,606.7,604.0,606.2,2733181.628584,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-08T12:30:00-04:00,America/New_York,2026-04-08,regular,true,1h_rth,606.21,607.705,605.6601,605.895,2329127.857943,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-08T13:30:00-04:00,America/New_York,2026-04-08,regular,true,1h_rth,605.88,607.1,604.73,605.24,2895250.594961,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-08T14:30:00-04:00,America/New_York,2026-04-08,regular,true,1h_rth,605.22,605.66,602.56,602.94,3159392.561633,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-08T15:30:00-04:00,America/New_York,2026-04-08,regular,true,1h_rth,602.885,606.13,602.885,605.92,2629981.90631,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-09T09:30:00-04:00,America/New_York,2026-04-09,regular,true,1h_rth,606.0,606.67,603.09,603.535,4049589.983517,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-09T10:30:00-04:00,America/New_York,2026-04-09,regular,true,1h_rth,603.525,606.51,603.03,605.37,2466711.576186,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-09T11:30:00-04:00,America/New_York,2026-04-09,regular,true,1h_rth,605.33,610.36,605.1509,609.19,3672395.907794,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-09T12:30:00-04:00,America/New_York,2026-04-09,regular,true,1h_rth,609.2,610.08,607.911,609.3701,2063031.860156,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-09T13:30:00-04:00,America/New_York,2026-04-09,regular,true,1h_rth,609.37,610.16,607.56,607.9237,2050386.314785,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
QQQ,2026-04-09T14:30:00-04:00,America/New_York,2026-04-09,regular,true,1h_rth,607.93,609.57,607.53,609.38,1582621.760143,dxlink_candles.get_1h_ema50_snapshot,2026-05-15T18:48:44Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
