symbol,timestamp,timezone,session_date,session_type,regular_session,timeframe,open,high,low,close,volume,source,source_as_of,data_vendor,context_24h_status,context_24h_as_of,macro_context_status,macro_context_as_of,iv_context_status,iv_context_as_of,event_context_status,event_context_as_of,notes
IWM,2026-04-01T12:30:00-04:00,America/New_York,2026-04-01,regular,true,1h_rth,251.52,252.34,251.36,251.9001,1007139.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-01T13:30:00-04:00,America/New_York,2026-04-01,regular,true,1h_rth,251.93,251.975,249.47,249.7,1916640.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-01T14:30:00-04:00,America/New_York,2026-04-01,regular,true,1h_rth,249.7,250.35,249.11,250.22,3397055.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-01T15:30:00-04:00,America/New_York,2026-04-01,regular,true,1h_rth,250.225,250.36,249.35,249.54,1860242.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-02T09:30:00-04:00,America/New_York,2026-04-02,regular,true,1h_rth,244.94,247.985,244.88,247.79,3221956.275691,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-02T10:30:00-04:00,America/New_York,2026-04-02,regular,true,1h_rth,247.77,252.37,247.68,250.96,2479145.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-02T11:30:00-04:00,America/New_York,2026-04-02,regular,true,1h_rth,250.97,251.25,249.2675,249.61,729495.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-02T12:30:00-04:00,America/New_York,2026-04-02,regular,true,1h_rth,249.6,250.65,249.46,250.4256,819145.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-02T13:30:00-04:00,America/New_York,2026-04-02,regular,true,1h_rth,250.435,250.505,249.51,249.87,629618.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-02T14:30:00-04:00,America/New_York,2026-04-02,regular,true,1h_rth,249.875,251.155,249.87,250.77,1065504.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-02T15:30:00-04:00,America/New_York,2026-04-02,regular,true,1h_rth,250.765,251.37,250.625,251.25,1075121.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-06T09:30:00-04:00,America/New_York,2026-04-06,regular,true,1h_rth,250.975,252.48,250.26,251.43,2138012.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-06T10:30:00-04:00,America/New_York,2026-04-06,regular,true,1h_rth,251.45,252.0376,250.57,251.9,1003313.84273,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-06T11:30:00-04:00,America/New_York,2026-04-06,regular,true,1h_rth,251.93,252.46,251.55,252.2,805251.96717,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-06T12:30:00-04:00,America/New_York,2026-04-06,regular,true,1h_rth,252.18,252.59,250.75,251.95,1309109.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-06T13:30:00-04:00,America/New_York,2026-04-06,regular,true,1h_rth,251.94,253.05,251.562,252.79,812028.432619,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-06T14:30:00-04:00,America/New_York,2026-04-06,regular,true,1h_rth,252.81,252.94,252.18,252.35,1795934.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-06T15:30:00-04:00,America/New_York,2026-04-06,regular,true,1h_rth,252.31,252.765,252.14,252.34,988158.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-07T09:30:00-04:00,America/New_York,2026-04-07,regular,true,1h_rth,251.23,251.74,249.6,251.3,2533360.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-07T10:30:00-04:00,America/New_York,2026-04-07,regular,true,1h_rth,251.33,251.73,249.52,250.76,1516988.021043,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-07T11:30:00-04:00,America/New_York,2026-04-07,regular,true,1h_rth,250.8,252.76,250.25,251.46,1148823.448561,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-07T12:30:00-04:00,America/New_York,2026-04-07,regular,true,1h_rth,251.43,252.21,251.215,251.85,719025.28534,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-07T13:30:00-04:00,America/New_York,2026-04-07,regular,true,1h_rth,251.85,253.48,251.66,251.71,978136.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-07T14:30:00-04:00,America/New_York,2026-04-07,regular,true,1h_rth,251.71,252.92,250.4,252.03,1546598.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-07T15:30:00-04:00,America/New_York,2026-04-07,regular,true,1h_rth,252.0,252.99,251.34,252.905,1724349.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-08T09:30:00-04:00,America/New_York,2026-04-08,regular,true,1h_rth,261.52,262.27,260.31,260.63,4396555.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-08T10:30:00-04:00,America/New_York,2026-04-08,regular,true,1h_rth,260.63,260.82,258.43,259.685,2083606.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-08T11:30:00-04:00,America/New_York,2026-04-08,regular,true,1h_rth,259.7,260.99,259.52,260.33,1059986.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-08T12:30:00-04:00,America/New_York,2026-04-08,regular,true,1h_rth,260.36,260.86,259.765,260.08,832076.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-08T13:30:00-04:00,America/New_York,2026-04-08,regular,true,1h_rth,260.07,261.0905,259.77,259.8,1254782.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-08T14:30:00-04:00,America/New_York,2026-04-08,regular,true,1h_rth,259.83,260.01,258.595,259.16,1529861.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-08T15:30:00-04:00,America/New_York,2026-04-08,regular,true,1h_rth,259.14,260.45,259.135,260.44,1349026.656,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-09T09:30:00-04:00,America/New_York,2026-04-09,regular,true,1h_rth,258.83,260.57,258.8,259.4,1878222.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-09T10:30:00-04:00,America/New_York,2026-04-09,regular,true,1h_rth,259.38,260.5,259.0893,260.225,969270.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-09T11:30:00-04:00,America/New_York,2026-04-09,regular,true,1h_rth,260.22,262.38,260.15,262.11,1424030.910389,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-09T12:30:00-04:00,America/New_York,2026-04-09,regular,true,1h_rth,262.12,262.86,261.83,262.64,732227.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-09T13:30:00-04:00,America/New_York,2026-04-09,regular,true,1h_rth,262.63,262.9,261.47,261.7,930398.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-09T14:30:00-04:00,America/New_York,2026-04-09,regular,true,1h_rth,261.675,262.13,261.4,261.97,924578.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-09T15:30:00-04:00,America/New_York,2026-04-09,regular,true,1h_rth,261.96,262.4,261.795,261.95,1344440.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-10T09:30:00-04:00,America/New_York,2026-04-10,regular,true,1h_rth,262.4,262.75,261.38,262.14,1291892.490168,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-10T10:30:00-04:00,America/New_York,2026-04-10,regular,true,1h_rth,262.15,262.34,261.44,261.92,1012425.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-10T11:30:00-04:00,America/New_York,2026-04-10,regular,true,1h_rth,261.95,262.08,260.57,260.8,1181370.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-10T12:30:00-04:00,America/New_York,2026-04-10,regular,true,1h_rth,260.765,260.97,260.34,260.695,684806.92491,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-10T13:30:00-04:00,America/New_York,2026-04-10,regular,true,1h_rth,260.71,261.455,260.65,261.36,1106507.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-10T14:30:00-04:00,America/New_York,2026-04-10,regular,true,1h_rth,261.365,261.71,261.15,261.53,585261.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-10T15:30:00-04:00,America/New_York,2026-04-10,regular,true,1h_rth,261.52,261.52,260.965,261.29,930638.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-13T09:30:00-04:00,America/New_York,2026-04-13,regular,true,1h_rth,260.26,262.47,260.03,262.41,2045053.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-13T10:30:00-04:00,America/New_York,2026-04-13,regular,true,1h_rth,262.43,262.63,261.7199,261.75,894403.814323,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-13T11:30:00-04:00,America/New_York,2026-04-13,regular,true,1h_rth,261.75,263.28,261.57,263.17,732712.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-13T12:30:00-04:00,America/New_York,2026-04-13,regular,true,1h_rth,263.15,264.32,262.97,263.925,1039789.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-13T13:30:00-04:00,America/New_York,2026-04-13,regular,true,1h_rth,263.92,264.16,263.66,263.97,719774.224754,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-13T14:30:00-04:00,America/New_York,2026-04-13,regular,true,1h_rth,263.945,264.83,263.88,264.7842,724910.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-13T15:30:00-04:00,America/New_York,2026-04-13,regular,true,1h_rth,264.78,265.36,264.64,265.06,1163952.911257,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-14T09:30:00-04:00,America/New_York,2026-04-14,regular,true,1h_rth,267.09,268.26,266.28,268.155,1948678.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-14T10:30:00-04:00,America/New_York,2026-04-14,regular,true,1h_rth,268.18,269.04,268.15,268.89,1168001.441075,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-14T11:30:00-04:00,America/New_York,2026-04-14,regular,true,1h_rth,268.895,269.41,268.765,268.94,709309.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-14T12:30:00-04:00,America/New_York,2026-04-14,regular,true,1h_rth,268.93,268.955,268.26,268.8301,598769.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-14T13:30:00-04:00,America/New_York,2026-04-14,regular,true,1h_rth,268.84,268.91,267.69,267.91,913488.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-14T14:30:00-04:00,America/New_York,2026-04-14,regular,true,1h_rth,267.91,268.805,267.875,268.785,873770.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-14T15:30:00-04:00,America/New_York,2026-04-14,regular,true,1h_rth,268.7899,268.9,268.43,268.67,1215354.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-15T09:30:00-04:00,America/New_York,2026-04-15,regular,true,1h_rth,268.78,269.585,268.1835,269.245,1786659.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
IWM,2026-04-15T10:30:00-04:00,America/New_York,2026-04-15,regular,true,1h_rth,269.25,269.32,268.2799,268.995,1067518.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-19T01:47:01Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
