symbol,timestamp,timezone,session_date,session_type,regular_session,timeframe,open,high,low,close,volume,source,source_as_of,data_vendor,context_24h_status,context_24h_as_of,macro_context_status,macro_context_as_of,iv_context_status,iv_context_as_of,event_context_status,event_context_as_of,notes
SPY,2026-03-25T14:30:00-04:00,America/New_York,2026-03-25,regular,true,1h_rth,657.51,657.81,655.58,656.51,5218989.708888,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-25T15:30:00-04:00,America/New_York,2026-03-25,regular,true,1h_rth,656.51,657.06,655.755,656.72,3793744.088954,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-26T09:30:00-04:00,America/New_York,2026-03-26,regular,true,1h_rth,652.03,654.84,650.73,653.62,7926907.909152,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-26T10:30:00-04:00,America/New_York,2026-03-26,regular,true,1h_rth,653.62,654.85,650.84,651.69,6781579.282844,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-26T11:30:00-04:00,America/New_York,2026-03-26,regular,true,1h_rth,651.71,652.29,649.29,649.47,4304993.419402,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-26T12:30:00-04:00,America/New_York,2026-03-26,regular,true,1h_rth,649.4913,650.1,647.98,648.62,3217817.150277,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-26T13:30:00-04:00,America/New_York,2026-03-26,regular,true,1h_rth,648.62,649.06,646.44,646.6,4607108.657608,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-26T14:30:00-04:00,America/New_York,2026-03-26,regular,true,1h_rth,646.59,647.65,645.85,646.21,5319220.948104,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-26T15:30:00-04:00,America/New_York,2026-03-26,regular,true,1h_rth,646.21,646.27,644.83,645.1,4955398.703136,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-27T09:30:00-04:00,America/New_York,2026-03-27,regular,true,1h_rth,642.5,642.66,638.594,639.1,7894747.427747,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-27T10:30:00-04:00,America/New_York,2026-03-27,regular,true,1h_rth,639.09,641.49,638.34,640.97,5862308.909902,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-27T11:30:00-04:00,America/New_York,2026-03-27,regular,true,1h_rth,640.98,642.13,638.58,638.89,4849854.030213,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-27T12:30:00-04:00,America/New_York,2026-03-27,regular,true,1h_rth,638.88,639.93,636.59,636.62,5278200.568139,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-27T13:30:00-04:00,America/New_York,2026-03-27,regular,true,1h_rth,636.62,637.25,635.13,635.77,5084326.397586,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-27T14:30:00-04:00,America/New_York,2026-03-27,regular,true,1h_rth,635.76,636.73,634.52,634.85,5673887.584705,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-27T15:30:00-04:00,America/New_York,2026-03-27,regular,true,1h_rth,634.87,635.35,633.105,634.08,6968895.125355,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-30T09:30:00-04:00,America/New_York,2026-03-30,regular,true,1h_rth,640.08,640.37,634.68,635.86,8099932.769972,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-30T10:30:00-04:00,America/New_York,2026-03-30,regular,true,1h_rth,635.85,638.77,634.73,636.46,7397728.664657,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-30T11:30:00-04:00,America/New_York,2026-03-30,regular,true,1h_rth,636.45,638.475,635.165,635.26,4583743.027478,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-30T12:30:00-04:00,America/New_York,2026-03-30,regular,true,1h_rth,635.25,636.01,633.24,633.4,4283324.207531,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-30T13:30:00-04:00,America/New_York,2026-03-30,regular,true,1h_rth,633.4,634.63,632.26,632.28,6135203.496671,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-30T14:30:00-04:00,America/New_York,2026-03-30,regular,true,1h_rth,632.29,633.17,629.29,629.58,7624687.891352,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-30T15:30:00-04:00,America/New_York,2026-03-30,regular,true,1h_rth,629.585,632.6402,629.35,632.02,5752983.659349,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-31T09:30:00-04:00,America/New_York,2026-03-31,regular,true,1h_rth,638.94,642.95,638.31,642.5,9343696.071119,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-31T10:30:00-04:00,America/New_York,2026-03-31,regular,true,1h_rth,642.48,642.65,637.98,640.68,8232012.742451,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-31T11:30:00-04:00,America/New_York,2026-03-31,regular,true,1h_rth,640.68,642.63,639.55,642.11,4598869.139489,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-31T12:30:00-04:00,America/New_York,2026-03-31,regular,true,1h_rth,642.11,649.43,641.65,647.0,12152764.15441,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-31T13:30:00-04:00,America/New_York,2026-03-31,regular,true,1h_rth,647.02,648.4,646.14,647.71,6636288.81114,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-31T14:30:00-04:00,America/New_York,2026-03-31,regular,true,1h_rth,647.71,649.91,647.2,649.402,6827421.216202,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-03-31T15:30:00-04:00,America/New_York,2026-03-31,regular,true,1h_rth,649.42,651.53,649.32,650.235,9925150.25773,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-01T09:30:00-04:00,America/New_York,2026-04-01,regular,true,1h_rth,653.88,656.05,653.0,655.03,9932835.198246,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-01T10:30:00-04:00,America/New_York,2026-04-01,regular,true,1h_rth,655.03,657.07,653.7,656.33,5675688.638723,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-01T11:30:00-04:00,America/New_York,2026-04-01,regular,true,1h_rth,656.33,658.095,655.93,657.175,3646062.552178,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-01T12:30:00-04:00,America/New_York,2026-04-01,regular,true,1h_rth,657.185,658.52,655.0817,658.3,2602959.002987,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-01T13:30:00-04:00,America/New_York,2026-04-01,regular,true,1h_rth,658.315,658.44,653.83,654.22,5125184.925649,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-01T14:30:00-04:00,America/New_York,2026-04-01,regular,true,1h_rth,654.23,656.3401,653.667,656.1,5445731.702624,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-01T15:30:00-04:00,America/New_York,2026-04-01,regular,true,1h_rth,656.1,656.74,654.73,655.18,4519339.132405,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-02T09:30:00-04:00,America/New_York,2026-04-02,regular,true,1h_rth,646.42,651.06,645.11,650.34,7534801.667911,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-02T10:30:00-04:00,America/New_York,2026-04-02,regular,true,1h_rth,650.35,657.92,650.1,655.28,8206353.601952,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-02T11:30:00-04:00,America/New_York,2026-04-02,regular,true,1h_rth,655.32,655.8894,652.17,652.72,3349574.515831,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-02T12:30:00-04:00,America/New_York,2026-04-02,regular,true,1h_rth,652.7,655.04,652.53,654.65,2138809.651271,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-02T13:30:00-04:00,America/New_York,2026-04-02,regular,true,1h_rth,654.65,654.75,652.55,653.5,2205579.771482,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-02T14:30:00-04:00,America/New_York,2026-04-02,regular,true,1h_rth,653.53,655.27,653.39,654.3799,2742030.732827,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-02T15:30:00-04:00,America/New_York,2026-04-02,regular,true,1h_rth,654.37,656.1,654.09,655.88,3188535.125356,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-06T09:30:00-04:00,America/New_York,2026-04-06,regular,true,1h_rth,655.86,659.68,655.53,658.39,4063161.71068,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-06T10:30:00-04:00,America/New_York,2026-04-06,regular,true,1h_rth,658.42,659.06,656.62,656.925,2853847.087848,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-06T11:30:00-04:00,America/New_York,2026-04-06,regular,true,1h_rth,656.95,658.04,656.34,657.7932,1607870.069339,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-06T12:30:00-04:00,America/New_York,2026-04-06,regular,true,1h_rth,657.79,658.51,655.52,657.3901,2183858.133476,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-06T13:30:00-04:00,America/New_York,2026-04-06,regular,true,1h_rth,657.41,658.64,656.22,658.25,2176756.448817,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-06T14:30:00-04:00,America/New_York,2026-04-06,regular,true,1h_rth,658.23,658.5224,657.73,657.8801,1759398.89607,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-06T15:30:00-04:00,America/New_York,2026-04-06,regular,true,1h_rth,657.88,658.92,657.81,658.89,1941118.63536,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-07T09:30:00-04:00,America/New_York,2026-04-07,regular,true,1h_rth,656.64,657.58,651.926,654.4,5107614.876089,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-07T10:30:00-04:00,America/New_York,2026-04-07,regular,true,1h_rth,654.4299,655.33,651.06,653.255,5256998.333731,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-07T11:30:00-04:00,America/New_York,2026-04-07,regular,true,1h_rth,653.265,657.0,652.57,655.9799,3416431.036154,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-07T12:30:00-04:00,America/New_York,2026-04-07,regular,true,1h_rth,655.89,656.88,655.35,655.82,1643552.375613,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-07T13:30:00-04:00,America/New_York,2026-04-07,regular,true,1h_rth,655.83,658.36,655.58,656.15,2558432.723007,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-07T14:30:00-04:00,America/New_York,2026-04-07,regular,true,1h_rth,656.13,658.17,653.4122,656.6799,4817720.0,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-07T15:30:00-04:00,America/New_York,2026-04-07,regular,true,1h_rth,656.61,659.59,655.89,659.26,4665866.852726,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-08T09:30:00-04:00,America/New_York,2026-04-08,regular,true,1h_rth,676.39,677.08,673.97,674.1,9067700.775954,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-08T10:30:00-04:00,America/New_York,2026-04-08,regular,true,1h_rth,674.13,674.35,671.5,673.0101,5322188.71295,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
SPY,2026-04-08T11:30:00-04:00,America/New_York,2026-04-08,regular,true,1h_rth,673.063,675.67,673.02,675.02,2881560.455625,dxlink_candles.get_1h_ema50_snapshot,2026-05-13T18:43:00Z,dxFeed via tastytrade dxLink,CONTEXT_24H_DAILY_UNCONFIRMED,,MACRO_UNCONFIRMED,,IV_UNCONFIRMED,,EVENT_UNCONFIRMED,,OHLCV returned by dxLink; unavailable context fields UNCONFIRMED.
